TransactionNo,Bread,Beverage,Cleaner,CannedGoods,Dairy,Drink,Dry_BakingGoods,FrozenFood,Fruit,Meat,PaperGoods,PersonalCare,Tobacco,Vegetable
7208,1,0,0,1,1,0,0,1,1,0,0,1,0,1
7209,0,0,0,1,1,1,1,1,1,0,0,1,1,1
7210,1,1,0,1,1,0,0,1,1,0,1,0,0,1
7211,1,0,0,1,0,1,0,1,1,0,0,1,1,1
7212,1,1,0,0,0,0,1,0,1,1,1,0,0,1
7213,0,1,0,1,1,0,1,1,1,0,0,0,0,1
7214,1,1,0,0,1,0,0,0,1,1,0,0,1,1
7215,1,1,0,1,0,0,1,1,1,0,0,0,0,1
7216,1,0,1,0,1,0,0,1,1,0,0,0,0,1
7217,1,1,0,0,0,0,0,0,1,1,1,0,0,1
7218,1,1,0,0,1,0,0,1,0,0,0,1,1,1
7219,1,1,0,0,0,1,0,0,1,1,0,1,1,1
7220,1,0,0,0,1,1,0,1,1,0,0,1,1,0
7221,1,1,0,0,1,0,0,1,1,0,0,0,0,1
7222,1,1,0,0,1,0,0,1,1,0,0,0,0,1
7223,1,1,0,0,0,0,0,1,0,0,0,0,1,1
7224,1,1,1,0,1,0,0,0,1,1,1,0,0,0
7225,0,1,0,0,1,0,1,0,1,0,0,0,0,1
7226,0,0,0,0,1,0,0,0,1,1,1,0,0,1
7227,1,0,0,0,0,0,0,0,1,1,1,0,0,1
7228,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7229,1,1,1,1,1,0,0,1,1,0,1,0,0,1
7230,1,1,0,0,0,0,0,0,1,1,0,1,0,1
7231,0,0,0,0,1,0,0,0,1,1,1,1,0,1
7232,0,1,0,1,1,0,1,1,1,0,0,0,0,1
7233,1,1,0,0,1,0,0,0,1,1,0,0,0,1
7234,1,1,1,0,1,0,0,1,1,0,1,0,0,1
7235,1,1,0,1,1,0,0,1,1,0,0,1,1,1
7236,1,1,0,0,1,0,0,0,0,1,1,0,0,0
7237,1,0,0,1,0,1,0,1,1,0,0,1,1,1
7238,1,0,1,1,0,1,0,1,1,0,0,1,1,1
7239,1,1,1,1,0,0,0,0,1,0,1,1,0,1
7240,0,0,0,0,1,1,1,0,1,1,0,1,1,1
7241,0,1,1,1,1,0,0,1,0,0,1,0,0,0
7242,1,0,0,0,1,1,0,0,1,0,0,1,1,1
7243,1,0,0,0,0,1,1,0,1,0,0,1,1,1
7244,1,1,0,0,0,0,1,0,1,0,0,0,0,0
7245,1,0,0,0,1,1,0,0,1,0,1,1,1,1
7246,1,1,0,0,0,0,0,0,1,1,0,0,0,1
7247,1,0,0,1,1,0,0,0,1,0,0,0,1,1
7248,1,1,0,0,0,0,0,0,1,1,0,0,0,1
7249,1,1,0,1,1,0,0,1,1,0,1,0,0,1
7250,1,1,0,1,0,0,0,1,1,0,1,0,0,1
7251,1,0,0,0,0,1,1,0,1,1,0,1,1,1
7252,1,1,0,0,1,0,0,0,1,1,0,1,0,1
7253,0,1,0,0,1,0,1,0,1,1,1,1,0,1
7254,1,0,0,0,0,1,0,1,1,0,0,1,0,1
7255,1,1,0,1,1,0,0,1,0,0,0,0,1,0
7256,0,1,0,1,1,1,0,1,1,0,0,1,1,1
7257,1,1,0,1,0,0,0,1,1,0,1,0,0,1
7258,1,1,0,0,0,0,0,0,1,1,1,1,0,1
7259,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7260,1,1,0,1,0,0,0,1,1,1,0,0,0,1
7261,1,1,0,0,1,0,0,0,1,1,0,0,0,1
7262,1,0,0,1,1,1,0,1,1,0,1,1,1,1
7263,0,1,0,0,1,0,0,1,1,0,1,1,0,1
7264,1,0,0,0,1,0,0,0,1,0,0,1,0,1
7265,1,0,0,0,1,1,0,1,1,0,0,1,1,1
7266,1,1,0,0,1,1,0,1,1,0,1,1,1,1
7267,1,0,1,0,0,1,0,1,1,0,0,1,1,1
7268,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7269,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7270,1,0,1,1,0,1,0,0,1,1,1,1,1,1
7271,1,0,1,0,1,1,0,0,0,0,1,1,1,0
7272,1,1,0,0,1,0,0,0,1,0,0,1,1,1
7273,1,1,0,1,1,0,0,1,1,0,0,1,0,1
7274,1,0,0,0,0,1,0,1,1,0,0,1,1,1
7275,1,1,0,1,1,0,0,1,0,0,0,0,0,0
7276,1,1,0,1,0,0,0,1,0,0,1,1,0,1
7277,1,1,1,0,1,0,0,0,1,0,0,1,0,1
7278,1,1,0,0,1,0,0,1,1,0,0,1,1,1
7279,1,1,0,0,0,1,0,0,0,0,0,1,1,0
7280,1,1,0,1,1,0,0,1,0,0,1,1,0,1
7281,1,1,0,1,1,0,0,1,0,0,0,0,0,1
7282,1,1,0,0,1,0,0,0,1,1,1,0,0,1
7283,1,1,0,1,0,0,0,0,1,0,0,0,0,1
7284,1,1,1,1,1,0,0,1,1,0,1,0,0,1
7285,0,1,0,0,0,0,1,0,1,1,1,0,0,1
7286,1,1,1,0,1,0,0,0,1,0,1,1,0,1
7287,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7288,1,1,0,0,1,0,0,1,1,0,1,0,0,1
7289,0,1,0,1,1,0,0,0,1,1,0,0,0,1
7290,0,1,0,0,1,0,1,0,1,1,0,0,0,1
7291,1,0,0,1,1,1,0,1,0,0,0,1,1,0
7292,1,1,0,1,1,0,0,1,0,1,1,0,0,0
7293,1,0,0,0,1,1,0,0,0,1,1,1,1,0
7294,1,0,1,0,1,1,0,1,1,1,1,1,0,0
7295,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7296,1,0,0,0,0,0,0,0,1,1,1,1,0,1
7297,1,1,0,1,1,0,0,1,1,0,0,0,1,1
7298,1,1,0,0,1,0,1,0,0,1,0,0,1,0
7299,1,1,0,1,1,0,0,0,1,0,0,1,0,1
7300,1,1,1,1,1,0,0,1,1,0,1,0,0,1
7301,0,0,0,0,1,1,1,0,0,1,1,1,1,1
7302,1,1,0,0,1,0,0,0,1,1,1,1,0,1
7303,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7304,1,0,0,0,1,1,0,0,0,0,0,1,1,1
7305,1,1,0,1,1,0,1,1,1,0,1,0,0,0
7306,1,0,1,0,1,0,0,1,1,0,1,0,0,1
7307,1,0,0,0,1,1,0,1,1,0,0,1,1,1
7308,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7309,0,1,0,1,0,0,1,1,1,1,1,0,0,1
7310,1,1,1,0,1,0,0,0,1,0,1,1,0,1
7311,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7312,0,1,0,1,1,0,0,1,1,1,0,0,0,1
7313,1,1,1,0,1,0,0,1,1,0,1,1,0,1
7314,0,1,0,0,1,0,1,0,1,1,0,0,1,1
7315,0,0,1,1,0,1,1,1,0,0,1,1,1,0
7316,1,0,0,0,1,0,0,1,1,1,1,1,0,1
7317,1,1,0,0,1,0,0,0,1,1,0,1,0,0
7318,0,0,0,1,1,1,1,1,0,0,0,1,1,0
7319,1,0,0,0,1,1,0,0,1,0,0,1,1,0
7320,1,1,0,1,1,0,0,1,1,0,0,1,1,1
7321,1,0,0,0,1,0,0,1,1,0,0,1,0,1
7322,0,0,1,0,1,1,1,0,1,0,1,1,1,1
7323,1,1,0,1,1,0,0,1,1,0,1,0,0,1
7324,1,1,0,1,1,1,0,0,1,0,0,1,1,1
7325,1,1,0,0,1,1,0,0,1,0,0,1,1,1
7326,1,0,0,1,0,1,0,1,0,0,1,1,0,0
7327,0,0,0,0,1,0,1,0,1,1,0,1,1,1
7328,1,1,0,0,1,0,0,0,1,1,0,1,0,1
7329,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7330,1,1,0,1,1,0,0,1,1,0,0,0,0,0
7331,1,0,0,0,1,0,0,0,1,0,0,1,0,1
7332,1,0,0,0,1,1,0,0,1,0,0,1,1,1
7333,1,0,0,1,0,1,0,1,0,0,0,1,1,0
7334,0,1,0,1,0,1,1,1,0,0,0,1,1,0
7335,0,1,0,0,1,0,1,0,1,0,1,0,0,1
7336,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7337,1,1,0,1,1,1,0,1,1,0,0,1,1,1
7338,0,0,0,1,0,1,0,1,1,0,1,1,1,1
7339,1,1,1,0,0,0,0,1,0,1,1,0,0,0
7340,1,0,0,1,1,0,0,1,1,0,1,1,1,1
7341,1,1,0,0,1,0,0,1,1,0,1,0,0,1
7342,1,1,0,0,1,0,0,0,1,1,1,1,0,1
7343,1,1,0,0,1,0,0,1,1,0,0,1,1,0
7344,1,0,0,1,0,0,0,1,0,0,1,0,1,0
7345,1,0,0,1,1,1,0,1,1,0,0,1,1,1
7346,0,1,0,1,0,0,0,1,1,0,1,0,0,1
7347,1,0,0,0,1,0,1,0,1,1,1,1,0,1
7348,1,1,0,0,1,1,0,1,1,0,0,1,1,1
7349,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7350,1,0,0,1,1,0,1,0,1,0,0,0,0,1
7351,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7352,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7353,1,0,0,1,1,0,0,1,1,0,1,0,0,1
7354,1,1,0,0,0,0,0,0,1,0,0,1,0,1
7355,1,0,1,0,1,0,0,1,1,0,1,1,1,1
7356,1,1,0,0,0,0,0,0,0,0,0,0,1,0
7357,1,0,0,1,1,1,1,1,0,0,0,1,0,1
7358,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7359,1,1,0,0,1,0,0,0,1,0,1,0,0,1
7360,1,0,0,1,1,0,0,1,0,1,0,0,1,0
7361,1,1,1,1,0,1,0,1,1,0,1,1,1,1
7362,1,1,0,0,1,0,0,0,1,1,0,0,1,1
7363,1,1,0,0,1,0,0,1,1,1,0,1,0,1
7364,1,0,0,0,1,1,0,0,1,1,0,1,1,1
7365,1,1,1,0,1,0,0,0,1,1,1,1,0,0
7366,1,0,1,0,0,1,0,1,1,0,1,1,1,0
7367,1,1,0,0,0,0,0,0,1,0,0,0,0,1
7368,0,0,0,0,0,1,0,0,1,1,0,1,0,1
7369,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7370,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7371,1,0,0,1,0,0,0,1,1,0,1,0,0,1
7372,0,0,0,0,1,1,0,0,1,0,1,1,1,1
7373,1,0,0,0,1,0,1,0,1,1,1,0,1,1
7374,1,1,0,1,1,0,0,1,0,0,0,0,0,1
7375,1,0,1,0,1,0,0,1,0,0,1,0,0,0
7376,1,0,1,0,0,1,1,1,1,0,1,1,1,1
7377,1,0,1,0,1,1,0,0,1,1,1,1,0,1
7378,0,0,1,0,0,1,0,1,0,0,1,1,1,1
7379,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7380,1,0,0,0,1,0,0,0,0,1,1,1,0,0
7381,1,1,0,0,1,0,0,1,0,0,0,1,1,0
7382,1,0,1,1,0,1,0,1,1,0,1,1,1,1
7383,1,1,0,1,1,0,0,1,1,0,0,1,0,1
7384,1,0,0,1,1,1,0,1,0,0,1,1,1,0
7385,0,1,0,1,1,0,1,1,1,0,1,0,0,1
7386,1,0,0,0,1,1,0,1,1,0,0,1,1,1
7387,1,1,1,0,1,0,1,1,1,0,1,0,0,1
7388,1,0,1,0,1,1,0,0,1,1,1,1,0,1
7389,1,1,1,1,1,0,0,0,1,0,0,0,0,1
7390,1,1,0,0,1,0,1,1,1,0,0,0,0,1
7391,1,1,1,0,1,1,0,0,1,1,1,1,0,1
7392,1,1,0,0,1,0,0,0,1,0,1,0,0,1
7393,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7394,1,1,0,0,1,1,0,0,1,0,1,1,1,1
7395,1,1,0,0,1,0,0,0,1,0,1,1,0,1
7396,1,0,0,1,1,1,0,1,0,0,0,1,1,0
7397,0,0,0,1,0,1,0,1,1,0,0,1,1,1
7398,1,1,0,0,1,0,0,1,1,0,0,0,1,1
7399,1,1,0,0,1,1,0,0,1,0,0,1,1,1
7400,1,1,1,0,1,0,0,1,1,0,1,0,0,1
7401,0,0,0,0,0,1,1,0,1,0,0,1,0,1
7402,1,1,0,0,1,0,0,0,1,1,1,0,0,1
7403,1,1,0,0,1,0,0,1,0,1,1,0,0,1
7404,1,0,1,1,0,0,0,1,0,0,1,0,0,1
7405,0,1,1,0,1,1,0,1,1,0,1,1,1,1
7406,0,1,1,1,0,0,0,1,1,0,0,0,0,1
7407,0,1,0,1,0,0,0,1,1,1,1,0,0,1
7408,1,1,0,0,1,1,0,1,0,1,0,1,1,0
7409,1,1,0,1,1,0,0,1,1,0,1,1,0,1
7410,1,1,1,0,0,0,1,0,1,0,1,0,0,1
7411,1,1,1,0,1,0,1,0,1,1,1,1,0,1
7412,1,1,1,0,0,0,0,0,1,1,1,1,0,1
7413,1,1,0,0,1,0,0,0,1,1,0,1,0,1
7414,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7415,0,1,1,0,1,0,1,0,1,1,1,0,0,1
7416,0,1,0,0,1,0,1,0,1,0,0,1,0,1
7417,1,0,0,0,1,1,0,1,1,0,0,1,1,1
7418,1,1,0,1,1,1,0,1,1,0,1,1,0,1
7419,1,0,0,0,0,1,0,1,1,0,1,1,1,1
7420,1,1,0,1,1,0,1,1,1,0,1,0,0,1
7421,1,0,0,1,0,1,0,1,1,0,0,1,1,1
7422,1,0,0,1,1,1,0,1,1,0,0,0,1,1
7423,1,1,0,1,1,0,0,1,0,1,0,1,0,0
7424,0,1,0,0,1,0,0,0,0,1,1,0,1,1
7425,1,1,1,0,1,0,0,0,0,1,1,1,0,1
7426,1,1,0,0,0,0,0,0,0,1,0,0,0,1
7427,1,1,0,0,1,0,0,0,1,1,0,0,0,1
7428,0,1,0,0,0,0,1,0,1,1,0,1,1,1
7429,1,1,1,0,0,0,0,1,1,0,1,1,0,1
7430,1,0,0,0,1,1,0,1,1,0,0,1,1,1
7431,1,1,1,0,1,0,0,1,0,0,0,1,0,1
7432,1,1,1,0,1,1,0,1,1,1,1,1,1,1
7433,1,0,0,0,1,1,0,1,1,0,0,1,0,1
7434,1,1,0,0,1,0,0,1,0,0,1,0,0,1
7435,1,1,0,0,1,0,0,0,0,0,0,0,1,0
7436,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7437,1,0,0,0,0,1,0,0,1,1,0,1,1,1
7438,1,1,0,0,1,0,0,0,0,0,0,1,0,0
7439,1,1,0,0,1,0,0,0,1,0,0,1,0,1
7440,1,1,0,0,1,0,0,0,1,1,1,0,0,0
7441,0,1,0,1,0,0,0,1,0,0,1,1,1,0
7442,1,1,1,0,1,0,0,0,1,0,1,1,0,1
7443,1,1,0,1,1,0,1,1,1,0,1,0,0,1
7444,0,1,0,0,1,0,1,0,1,1,0,1,0,1
7445,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7446,0,1,0,0,0,0,1,0,1,1,0,1,0,1
7447,1,0,1,1,0,1,0,1,1,0,0,1,1,1
7448,1,1,0,0,1,0,0,0,0,1,0,0,0,0
7449,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7450,1,1,0,0,1,0,0,0,1,0,0,0,0,1
7451,1,0,0,0,1,1,0,0,0,0,0,1,1,1
7452,0,0,0,1,0,1,1,1,1,0,0,1,1,1
7453,1,0,1,0,1,1,0,1,1,1,1,1,1,1
7454,1,1,0,0,0,1,0,0,1,0,1,1,1,1
7455,1,1,0,0,1,0,0,0,1,1,0,0,0,0
7456,0,0,1,1,0,0,0,1,1,0,1,0,1,1
7457,1,1,0,0,0,0,0,0,1,0,1,1,0,0
7458,1,0,1,0,0,1,0,1,1,0,0,1,0,1
7459,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7460,0,1,0,1,1,0,0,0,1,0,1,0,0,1
7461,1,0,0,0,0,0,0,0,0,1,0,0,1,0
7462,1,0,0,0,1,0,0,0,1,1,0,0,0,1
7463,0,0,0,0,1,1,1,0,1,1,0,1,1,1
7464,1,1,0,0,1,0,0,0,1,1,1,0,0,1
7465,1,0,0,0,0,1,0,0,1,1,0,1,1,1
7466,1,1,0,0,1,0,0,1,0,0,0,0,1,0
7467,1,0,0,0,1,1,0,0,0,1,1,1,1,0
7468,1,1,0,0,1,0,0,0,1,1,0,0,1,1
7469,0,1,0,1,0,0,0,1,1,0,0,0,0,1
7470,1,0,1,1,1,1,0,1,1,0,1,1,1,1
7471,1,0,1,0,0,0,0,0,1,0,1,1,0,0
7472,1,1,0,0,0,0,0,1,1,0,0,1,1,1
7473,1,1,1,1,1,0,0,1,1,0,1,1,0,1
7474,1,1,0,0,1,0,0,0,1,1,0,1,0,1
7475,0,0,0,0,0,1,1,0,1,1,0,1,1,1
7476,1,0,0,0,1,0,0,0,1,0,1,1,0,1
7477,1,0,0,0,1,0,0,0,1,1,0,0,0,1
7478,1,0,1,1,1,0,0,1,1,0,1,0,0,1
7479,1,1,0,1,1,0,0,1,1,1,0,1,0,0
7480,1,0,1,0,1,0,0,0,1,1,1,0,0,1
7481,1,1,0,1,0,0,0,1,0,0,0,1,1,1
7482,1,1,0,0,1,0,1,0,1,0,0,0,1,1
7483,1,1,1,1,0,0,0,1,1,0,1,0,0,1
7484,1,1,0,1,1,1,0,1,1,0,0,1,1,1
7485,1,1,1,1,1,1,1,1,1,0,1,1,0,1
7486,1,1,0,0,1,0,1,1,1,0,0,0,0,1
7487,1,0,0,1,0,1,0,1,1,0,1,1,1,1
7488,1,0,0,1,1,1,1,1,1,0,1,1,0,1
7489,1,0,0,1,1,1,0,1,1,0,0,1,1,1
7490,1,0,0,0,0,0,0,1,1,0,0,1,1,1
7491,1,0,0,0,1,1,0,0,0,1,0,1,0,0
7492,0,1,0,1,1,0,1,1,1,0,0,0,1,1
7493,1,0,0,0,1,0,0,0,1,0,1,1,0,1
7494,1,1,0,0,0,0,0,1,1,0,0,1,1,1
7495,0,1,0,0,1,0,1,0,1,0,0,1,0,1
7496,1,1,0,0,0,0,0,1,1,0,1,0,0,1
7497,1,1,0,1,0,0,0,1,1,0,1,1,0,1
7498,1,0,0,1,1,1,1,1,1,0,1,1,1,1
7499,1,1,0,0,0,0,1,1,1,0,0,1,0,1
7500,1,1,0,0,1,0,1,0,0,0,0,0,0,0
7501,0,1,0,0,1,0,1,1,1,0,1,0,1,1
7502,1,1,0,0,1,0,0,0,1,0,1,1,1,1
7503,0,0,1,0,1,1,1,0,1,0,1,1,1,1
7504,1,1,0,0,1,0,0,1,0,0,0,1,1,0
7505,1,1,1,1,1,0,0,1,1,0,1,0,0,1
7506,1,0,1,0,1,1,0,0,1,1,1,1,1,1
7507,1,0,0,1,1,1,0,1,1,0,1,1,1,1
7508,1,1,0,0,1,1,0,0,1,1,1,1,1,1
7509,1,0,0,0,1,1,0,0,1,1,0,1,1,1
7510,1,0,1,0,1,0,0,1,1,0,1,1,0,0
7511,1,0,0,0,0,1,0,1,0,1,0,1,1,0
7512,1,1,0,1,1,1,0,1,1,0,0,1,1,1
7513,0,0,0,0,0,1,0,1,1,0,0,1,1,1
7514,1,0,0,0,1,0,0,0,1,0,0,0,0,1
7515,1,1,0,0,1,0,0,1,1,0,0,0,0,1
7516,1,1,0,1,1,0,0,1,1,0,0,0,1,1
7517,1,1,0,1,0,0,0,1,1,0,1,0,0,0
7518,1,1,1,0,1,0,0,0,1,1,1,1,0,1
7519,1,1,0,0,1,0,0,0,1,0,1,0,0,0
7520,0,1,1,0,0,0,0,0,1,1,1,0,0,1
7521,1,1,0,0,0,1,0,1,1,0,1,1,1,1
7522,1,1,1,1,1,0,0,1,1,0,1,1,0,1
7523,1,1,0,0,1,1,0,1,1,0,0,1,1,1
7524,1,0,0,0,0,1,0,0,1,1,0,1,1,1
7525,1,0,0,0,1,1,0,0,1,1,0,1,1,1
7526,1,1,0,0,1,0,0,0,1,1,1,1,1,1
7527,1,1,0,0,0,0,0,1,0,0,0,0,0,0
7528,1,1,0,0,1,0,0,0,1,0,0,1,1,0
7529,0,1,0,0,0,0,1,0,1,1,1,0,1,1
7530,1,0,0,1,1,1,0,1,1,0,0,1,1,1
7531,1,0,0,0,0,1,0,0,1,0,0,1,1,1
7532,1,0,0,0,1,0,0,1,1,0,0,1,0,1
7533,1,0,1,0,1,0,0,0,1,0,1,0,0,1
7534,1,1,0,1,0,0,0,1,0,0,0,0,1,0
7535,0,1,0,1,0,0,1,1,1,0,0,0,1,1
7536,1,1,0,1,1,0,0,1,0,0,0,1,1,0
7537,0,0,0,0,1,1,1,1,0,0,0,1,1,0
7538,1,0,1,0,1,1,0,0,1,1,1,1,1,1
7539,1,0,1,0,0,1,0,0,1,0,1,1,1,0
7540,1,0,0,0,1,1,0,1,0,0,0,1,1,0
7541,1,1,0,0,0,0,0,0,1,0,0,0,0,1
7542,1,1,1,1,1,0,0,1,1,0,1,0,0,1
7543,0,1,0,0,1,0,1,0,0,0,1,0,0,1
7544,1,1,0,0,0,0,0,0,1,1,0,1,0,1
7545,1,0,1,0,1,1,0,0,1,0,1,1,0,1
7546,1,1,0,0,0,1,0,0,1,1,0,1,0,1
7547,1,0,1,0,0,1,0,0,0,1,1,1,1,1
7548,1,1,0,0,0,0,0,0,1,1,0,0,0,1
7549,0,1,0,0,0,0,0,0,1,1,1,0,0,1
7550,1,1,1,1,0,0,1,1,0,1,1,0,1,0
7551,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7552,1,1,0,0,1,0,0,0,0,1,0,0,0,0
7553,1,0,0,0,0,0,0,0,1,1,0,0,1,1
7554,1,1,0,0,1,0,0,0,1,1,1,0,0,1
7555,1,1,0,0,0,0,0,0,1,0,1,0,1,1
7556,1,1,0,1,1,0,1,1,1,0,0,0,0,1
7557,1,1,0,0,1,0,0,0,1,1,0,1,0,1
7558,1,0,0,1,1,1,0,1,1,0,0,1,1,1
7559,0,1,0,0,1,0,0,0,1,1,0,1,0,1
7560,1,1,0,1,1,0,1,1,1,0,0,1,1,1
7561,1,1,0,0,1,0,0,0,1,1,0,1,0,1
7562,1,1,1,0,1,0,0,1,1,0,1,0,0,1
7563,0,1,1,0,0,0,1,0,1,1,0,1,0,1
7564,1,0,0,1,0,0,0,0,1,0,0,1,0,1
7565,1,1,1,0,1,0,0,1,1,0,1,1,0,1
7566,1,1,0,0,1,0,1,0,1,1,1,0,0,1
7567,1,1,0,0,1,0,0,0,1,1,0,1,0,1
7568,1,1,0,0,1,0,0,0,1,0,0,1,0,1
7569,1,0,1,1,1,0,0,1,1,0,1,0,1,1
7570,1,0,0,0,0,0,0,1,0,0,0,1,0,1
7571,1,0,1,1,1,0,0,1,0,0,0,0,0,1
7572,1,0,0,1,0,1,0,0,1,0,0,1,1,1
7573,1,0,0,1,0,1,0,1,0,0,0,1,1,0
7574,0,0,0,0,0,1,1,0,1,0,0,0,1,1
7575,1,1,0,0,1,0,0,0,1,0,0,1,0,1
7576,1,1,0,0,0,0,0,0,0,1,0,0,0,1
7577,0,1,0,0,1,1,1,0,1,1,1,1,1,0
7578,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7579,1,1,0,0,0,0,0,0,1,1,0,0,0,1
7580,1,0,1,0,1,1,0,1,1,0,0,1,1,0
7581,0,1,1,1,1,0,1,1,1,0,0,1,1,1
7582,1,1,1,0,0,0,0,0,1,1,1,0,1,1
7583,1,0,1,1,1,1,0,1,1,0,1,1,1,1
7584,0,1,0,0,0,0,1,0,1,1,0,1,0,1
7585,0,0,0,0,1,0,1,0,1,0,0,0,0,1
7586,0,0,0,0,1,1,0,0,1,1,1,1,1,1
7587,1,0,0,0,1,0,0,0,1,1,0,0,0,1
7588,1,0,0,0,1,1,1,0,1,1,0,1,1,1
7589,1,1,0,0,0,0,0,0,0,0,1,0,1,1
7590,0,1,1,0,1,0,1,0,1,1,1,0,0,1
7591,0,0,0,0,0,0,1,1,1,0,1,0,0,1
7592,0,1,0,0,0,0,0,0,1,1,0,0,0,1
7593,1,1,0,1,1,0,0,1,1,0,0,1,0,1
7594,1,1,0,1,1,0,0,1,0,1,1,0,0,0
7595,1,1,0,0,1,0,0,1,0,1,0,0,0,1
7596,0,1,0,0,0,0,1,1,1,0,0,0,0,1
7597,1,1,0,0,1,0,0,0,0,1,1,0,0,0
7598,0,1,0,1,1,0,0,1,1,0,1,1,0,1
7599,0,1,0,1,0,0,0,1,1,0,0,1,0,1
7600,1,1,0,0,1,0,0,0,1,1,1,0,0,1
7601,1,1,0,0,1,0,1,1,0,0,0,0,1,0
7602,1,1,0,0,1,0,0,0,1,0,0,0,1,1
7603,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7604,1,1,0,0,1,0,0,0,1,1,1,1,0,1
7605,1,1,0,0,0,0,1,0,0,1,0,0,0,1
7606,1,0,0,0,1,1,0,0,1,0,1,1,1,1
7607,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7608,0,0,0,0,1,0,0,1,1,0,1,0,1,1
7609,1,0,0,0,1,0,0,0,1,1,1,0,0,1
7610,1,1,0,0,1,0,1,1,1,1,0,1,1,1
7611,1,0,0,0,0,1,0,0,1,0,0,1,1,1
7612,0,0,0,1,1,1,1,0,0,1,1,1,1,1
7613,1,1,0,0,1,0,0,1,1,0,1,1,1,1
7614,1,0,0,0,1,1,0,0,0,0,0,1,1,0
7615,1,0,0,0,0,1,0,0,1,0,0,1,1,1
7616,1,1,0,1,1,0,0,1,1,0,0,0,0,1
7617,1,1,0,1,1,0,0,0,1,0,0,0,0,1
7618,1,1,0,0,0,1,0,0,1,1,0,1,1,1
7619,1,1,0,0,0,0,0,0,0,0,0,1,1,0
7620,1,0,0,0,1,1,0,0,0,0,0,1,1,1
7621,1,0,0,0,1,1,0,0,1,1,0,1,1,1
7622,0,0,0,1,1,1,0,1,1,0,0,1,1,1
7623,1,0,0,0,1,1,0,0,1,0,0,1,0,1
7624,1,1,1,0,1,1,0,1,1,0,1,1,1,1
7625,1,0,1,0,1,1,0,0,1,0,0,1,1,1
7626,1,0,0,0,1,0,0,1,1,1,0,1,1,1
7627,0,1,0,0,1,0,1,0,1,1,0,1,0,1
7628,0,1,0,0,1,0,1,0,1,1,0,0,0,1
7629,1,0,0,0,0,1,0,1,0,0,0,1,0,1
7630,1,0,0,0,1,1,0,0,1,0,1,1,1,1
7631,1,0,0,0,1,0,0,1,1,0,0,1,0,1
7632,1,1,1,1,1,0,0,1,1,1,0,0,0,1
7633,0,1,0,0,0,0,0,1,1,0,1,1,0,1
7634,1,1,0,0,1,1,1,0,1,0,1,1,1,1
7635,1,1,0,1,0,0,1,1,1,1,0,0,1,1
7636,1,1,0,0,1,0,1,0,1,0,0,0,0,1
7637,1,1,1,0,1,0,0,0,1,0,1,1,0,1
7638,1,1,0,0,1,0,0,0,1,0,0,1,1,1
7639,1,1,0,0,1,0,0,1,1,0,0,1,0,1
7640,1,0,0,0,1,0,0,1,1,0,0,0,0,1
7641,1,0,0,1,0,1,1,0,1,0,0,1,1,1
7642,1,1,0,1,0,0,1,1,1,0,0,0,0,1
7643,1,0,0,0,1,1,0,0,0,1,0,1,0,1
7644,1,0,1,0,1,1,0,0,1,1,1,1,1,1
7645,1,1,1,0,0,0,0,0,1,0,1,0,0,1
7646,1,0,0,0,1,0,0,1,1,0,1,1,0,1
7647,1,1,0,0,0,0,0,1,1,0,0,0,0,1
7648,0,1,0,1,1,0,1,1,1,0,0,0,0,1
7649,1,1,0,1,1,1,0,1,0,1,0,1,1,1
7650,1,1,0,0,1,0,0,0,1,0,1,0,0,1
7651,1,1,0,0,0,0,0,1,1,0,0,0,0,1
7652,1,1,0,0,0,0,0,1,1,1,0,1,0,1
7653,1,1,0,1,1,0,0,1,1,0,0,0,0,0
7654,1,1,0,1,1,0,0,0,1,0,0,0,0,1
7655,1,1,0,0,1,0,0,0,1,0,0,1,0,1
